l1;l2;l3;l4;l5;l6;spk_id;ut_id;frameTime;pcm_loudness_sma;mfcc_sma[0];mfcc_sma[1];mfcc_sma[2];mfcc_sma[3];mfcc_sma[4];mfcc_sma[5];mfcc_sma[6];mfcc_sma[7];mfcc_sma[8];mfcc_sma[9];mfcc_sma[10];mfcc_sma[11];mfcc_sma[12];mfcc_sma[13];mfcc_sma[14];logMelFreqBand_sma[0];logMelFreqBand_sma[1];logMelFreqBand_sma[2];logMelFreqBand_sma[3];logMelFreqBand_sma[4];logMelFreqBand_sma[5];logMelFreqBand_sma[6];logMelFreqBand_sma[7];lspFreq_sma[0];lspFreq_sma[1];lspFreq_sma[2];lspFreq_sma[3];lspFreq_sma[4];lspFreq_sma[5];lspFreq_sma[6];lspFreq_sma[7];F0finEnv_sma;voicingFinalUnclipped_sma;F0final_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;pcm_loudness_sma_de;mfcc_sma_de[0];mfcc_sma_de[1];mfcc_sma_de[2];mfcc_sma_de[3];mfcc_sma_de[4];mfcc_sma_de[5];mfcc_sma_de[6];mfcc_sma_de[7];mfcc_sma_de[8];mfcc_sma_de[9];mfcc_sma_de[10];mfcc_sma_de[11];mfcc_sma_de[12];mfcc_sma_de[13];mfcc_sma_de[14];logMelFreqBand_sma_de[0];logMelFreqBand_sma_de[1];logMelFreqBand_sma_de[2];logMelFreqBand_sma_de[3];logMelFreqBand_sma_de[4];logMelFreqBand_sma_de[5];logMelFreqBand_sma_de[6];logMelFreqBand_sma_de[7];lspFreq_sma_de[0];lspFreq_sma_de[1];lspFreq_sma_de[2];lspFreq_sma_de[3];lspFreq_sma_de[4];lspFreq_sma_de[5];lspFreq_sma_de[6];lspFreq_sma_de[7];F0finEnv_sma_de;voicingFinalUnclipped_sma_de;F0final_sma_de;jitterLocal_sma_de;jitterDDP_sma_de;shimmerLocal_sma_de
1;0;0;0;0;0;035;05;0.000000;1.948079e-002;-6.415592e+001;-2.851984e+001;1.886851e+000;4.721289e+000;-1.020666e+000;1.677069e+000;9.203452e-002;-3.418582e+000;-5.856290e+000;2.895524e+000;-8.866577e+000;-7.251733e+000;-1.762083e+001;-7.583253e-001;-1.137828e+001;-1.001118e+001;-1.038286e+001;-9.847884e+000;-8.685490e+000;-7.899182e+000;-6.467243e+000;-5.536701e+000;-5.119589e+000;4.454391e-001;8.196456e-001;1.189951e+000;1.474820e+000;1.739296e+000;1.970890e+000;2.227086e+000;2.292262e+000;0;1.662494e-001;0;0;0;0;4.764609e-003;5.099018e-001;-1.413438e+000;-1.598383e+000;-5.389315e-001;-3.968179e-002;5.902846e-001;-2.085581e+000;-1.797686e+000;-1.607605e+000;6.680366e-001;2.916465e+000;2.796610e-001;2.790289e+000;1.817971e+000;3.467336e-001;-1.861573e-001;-1.181345e-002;7.969474e-003;2.514712e-001;1.888084e-001;1.841689e-001;1.358823e-001;1.993371e-001;3.951526e-002;1.001668e-002;5.637789e-003;3.182697e-003;1.410747e-003;-7.440925e-004;1.158478e-002;1.236296e-002;0;8.478674e-002;0;0;0;0
1;0;0;0;0;0;035;05;0.010000;3.242159e-002;-6.330044e+001;-3.158376e+001;-1.274259e+000;3.308553e+000;-1.591381e+000;3.333633e+000;-3.479001e+000;-7.672211e+000;-8.724663e+000;6.078053e+000;-3.486085e+000;-9.223630e+000;-1.396737e+001;2.108700e+000;-1.076994e+001;-1.046183e+001;-1.048087e+001;-9.908576e+000;-8.141628e+000;-7.568076e+000;-6.106209e+000;-5.258005e+000;-4.725497e+000;5.385883e-001;8.379719e-001;1.204748e+000;1.488317e+000;1.747541e+000;1.971273e+000;2.256605e+000;2.322991e+000;0;3.281197e-001;0;0;0;0;3.824572e-003;4.329357e-001;-2.201799e+000;-2.097617e+000;-1.806526e-001;2.776558e-001;-4.824621e-001;-3.212789e+000;-1.637468e+000;-2.176415e+000;-2.810249e-001;3.641029e+000;1.427872e+000;4.419339e+000;3.167856e+000;1.343299e+000;-3.220211e-001;-6.839313e-002;-6.234350e-002;2.061849e-001;2.796934e-001;2.609270e-001;1.610269e-001;2.406658e-001;5.059604e-002;2.278871e-002;1.595020e-002;4.823446e-004;3.403545e-004;-8.183241e-004;1.008537e-002;1.201987e-002;0;1.059006e-001;0;0;0;0
1;0;0;0;0;0;035;05;0.020000;3.683344e-002;-6.203415e+001;-3.405507e+001;-4.524510e+000;2.732999e+000;-9.337167e-001;3.800210e+000;-8.550351e+000;-1.028020e+001;-1.246013e+001;4.644443e+000;3.025500e+000;-4.867480e+000;-5.496120e+000;6.898015e+000;-9.948791e+000;-1.071664e+001;-1.039291e+001;-9.777691e+000;-7.700064e+000;-7.120693e+000;-5.726916e+000;-4.996638e+000;-4.319950e+000;5.964408e-001;8.605659e-001;1.210742e+000;1.483985e+000;1.742227e+000;1.966978e+000;2.270251e+000;2.338712e+000;0;5.092480e-001;0;0;0;0;3.389822e-003;2.925789e-001;-2.178976e+000;-1.985950e+000;1.090196e-001;1.394205e-001;-2.237365e+000;-3.110134e+000;3.821555e-001;-1.737473e+000;-2.921724e+000;2.925540e+000;2.719800e+000;4.194465e+000;3.005762e+000;1.590037e+000;-3.231854e-001;-7.081661e-002;-4.377470e-002;2.485485e-002;3.223821e-001;2.658863e-001;1.364405e-001;2.007807e-001;3.652982e-002;2.796737e-002;2.419055e-002;-8.637560e-003;-1.165879e-003;-1.470327e-003;2.261305e-003;5.033493e-003;0;9.013858e-002;0;0;0;0
1;0;0;0;0;0;035;05;0.030000;2.992733e-002;-6.305213e+001;-3.676122e+001;-5.395554e+000;4.812171e+000;3.241389e-001;-1.796812e+000;-1.165072e+001;-8.175114e+000;-1.343644e+001;6.159404e-001;3.392530e+000;-1.304502e+000;-1.586498e+000;1.125278e+001;-5.376539e+000;-1.126855e+001;-1.071979e+001;-1.019470e+001;-8.147278e+000;-6.889959e+000;-5.532772e+000;-5.001598e+000;-4.316080e+000;6.229184e-001;9.131291e-001;1.259307e+000;1.472649e+000;1.739532e+000;1.968755e+000;2.255931e+000;2.329136e+000;0;5.242531e-001;0;0;0;0;3.713595e-003;1.526508e-001;-1.543986e+000;-1.124256e+000;2.875095e-001;-8.910961e-002;-3.672799e+000;-1.537496e+000;3.214205e+000;-1.971389e-001;-4.800094e+000;4.078317e-001;1.748978e+000;1.518717e+000;7.399187e-001;1.311599e+000;-2.104761e-001;-7.313518e-002;-9.325981e-003;-1.935627e-001;2.872538e-001;2.053096e-001;7.318926e-002;1.170212e-001;1.119593e-002;2.785141e-002;2.659864e-002;-1.543654e-002;-3.383589e-003;-3.529644e-003;-7.646275e-003;-4.642224e-003;0;3.540887e-002;0;0;0;0
1;0;0;0;0;0;035;05;0.040000;3.767703e-002;-6.281718e+001;-3.682598e+001;-5.982251e+000;4.514578e+000;-1.281323e+000;-6.944531e+000;-1.137278e+001;-1.256353e+000;-1.218776e+001;-8.982039e+000;2.321818e+000;2.387705e+000;-2.838948e+000;9.698442e+000;-6.124800e+000;-1.122374e+001;-1.061748e+001;-9.923697e+000;-8.558391e+000;-6.626329e+000;-5.424530e+000;-4.982702e+000;-4.320395e+000;5.859231e-001;9.219039e-001;1.283624e+000;1.439466e+000;1.737471e+000;1.964798e+000;2.238730e+000;2.314357e+000;0;5.188756e-001;0;0;0;0;9.892702e-003;3.660606e-001;-4.661739e-001;-2.735851e-001;-4.711845e-002;-6.850381e-001;-3.407398e+000;1.857770e-001;4.048381e+000;1.428763e+000;-3.587451e+000;-1.016225e+000;-7.212726e-001;-8.554505e-001;-1.330134e+000;5.172504e-001;-3.218470e-002;2.197542e-002;7.721834e-002;-1.963988e-001;1.944370e-001;1.453373e-001;3.959012e-002;6.796360e-002;-8.231729e-003;1.429456e-002;1.930292e-002;-1.293795e-002;-5.178762e-003;-7.762277e-003;-6.095839e-003;-5.774403e-003;0;-8.426148e-003;0;0;0;0
1;0;0;0;0;0;035;05;0.050000;5.056776e-002;-6.214567e+001;-3.791823e+001;-6.166669e+000;3.855311e+000;-1.863126e+000;-9.657989e+000;-9.755268e+000;3.886893e+000;-9.846540e+000;-1.110917e+001;-1.095085e+000;-4.106334e+000;-7.702377e+000;4.408081e+000;-6.123935e+000;-1.126065e+001;-1.073427e+001;-9.882203e+000;-8.680279e+000;-6.378988e+000;-5.230854e+000;-4.899026e+000;-4.140169e+000;5.998268e-001;9.465600e-001;1.301300e+000;1.433394e+000;1.733001e+000;1.954715e+000;2.234134e+000;2.311958e+000;0;5.003502e-001;0;0;0;0;1.194205e-002;8.745877e-001;5.177624e-001;3.479244e-001;-4.113730e-001;-4.051419e-001;-5.342441e-001;1.671086e+000;2.352987e+000;1.669127e+000;-2.618213e-001;-4.485142e-001;-2.207846e+000;-1.446468e+000;-2.255028e+000;-2.092085e-001;1.603140e-001;1.225949e-001;1.722424e-001;3.524332e-002;6.957068e-002;9.300862e-002;5.399780e-002;8.618460e-002;-1.246661e-002;-4.577571e-003;2.042699e-003;-2.091754e-003;-4.816032e-003;-1.006601e-002;4.095363e-003;1.040101e-003;0;-8.580300e-003;0;0;0;0
1;0;0;0;0;0;035;05;0.060000;7.597674e-002;-6.065708e+001;-3.580743e+001;-5.506878e+000;2.975837e+000;-3.265275e+000;-9.306191e+000;-8.569190e+000;3.930702e+000;-7.111266e+000;-7.430254e+000;1.881843e-001;-7.072927e+000;-6.715433e+000;3.669695e+000;-6.988841e+000;-1.088151e+001;-1.027580e+001;-9.547847e+000;-8.415558e+000;-6.403993e+000;-5.151189e+000;-4.849973e+000;-4.068088e+000;5.668280e-001;9.153233e-001;1.286260e+000;1.438923e+000;1.719599e+000;1.935187e+000;2.250670e+000;2.318429e+000;0;4.790687e-001;0;0;0;0;6.918682e-003;7.569160e-001;1.125556e+000;8.812509e-001;-5.310334e-001;3.324368e-002;2.145418e+000;2.619670e+000;-6.979965e-001;9.442015e-001;2.883469e+000;7.205716e-001;-2.362805e+000;-4.871810e-001;-1.488334e+000;5.739697e-001;2.028734e-001;1.314600e-001;1.401422e-001;1.919912e-001;-1.287058e-001;-8.722782e-003;2.498755e-002;3.154001e-002;-1.265295e-002;-2.141672e-002;-1.359702e-002;1.004499e-002;-3.155160e-003;-8.675945e-003;4.474640e-003;1.594687e-003;0;-1.599747e-003;0;0;0;0
1;0;0;0;0;0;035;05;0.070000;7.048774e-002;-5.975924e+001;-3.468168e+001;-3.893618e+000;3.524677e+000;-7.095949e-001;-3.287202e+000;-4.697081e+000;9.962938e-001;-7.629057e+000;-1.469059e+000;2.216776e+000;-7.613418e+000;-6.880596e+000;2.992014e+000;-5.990561e+000;-1.063810e+001;-1.027766e+001;-9.521411e+000;-8.042478e+000;-6.653274e+000;-5.204400e+000;-4.797974e+000;-4.011311e+000;5.701330e-001;8.935316e-001;1.268202e+000;1.462462e+000;1.724388e+000;1.933230e+000;2.270437e+000;2.332300e+000;0;5.012551e-001;0;0;0;0;-4.201192e-004;3.217781e-001;1.493877e+000;8.856987e-001;-9.363793e-001;-2.263277e-001;2.887173e+000;2.781926e+000;-2.615035e+000;-3.773433e-001;2.286500e+000;9.201082e-001;-1.125767e+000;6.995215e-002;-1.087492e+000;1.337929e+000;1.965217e-001;1.272307e-001;1.487174e-001;2.027055e-001;-2.502916e-001;-1.285059e-001;-3.219109e-002;-7.359262e-002;-1.839587e-002;-3.422423e-002;-2.176102e-002;1.020821e-002;1.628482e-003;-3.905785e-003;-5.488872e-004;-1.249790e-003;0;2.086297e-003;0;0;0;0
1;0;0;0;0;0;035;05;0.080000;6.231046e-002;-6.022582e+001;-3.281648e+001;-2.712522e+000;2.024729e+000;-1.691871e+000;5.971663e-001;-8.035188e-001;-3.301036e+000;-8.575497e+000;6.152470e-001;4.268745e+000;-7.672777e+000;-5.685744e+000;2.964803e+000;-3.321639e+000;-1.052065e+001;-1.018848e+001;-9.403381e+000;-7.917335e+000;-7.132716e+000;-5.481371e+000;-4.908290e+000;-4.227124e+000;5.375053e-001;8.413345e-001;1.232188e+000;1.475157e+000;1.726002e+000;1.932161e+000;2.242951e+000;2.312159e+000;0;5.104244e-001;0;0;0;0;-5.989656e-003;-2.709339e-001;9.946535e-001;-1.035976e-002;-1.043511e+000;-2.745139e-001;2.024975e+000;1.967499e+000;-1.958978e+000;-9.903763e-001;-6.440916e-002;-2.491222e-001;-6.634416e-001;4.304164e-001;-1.030319e+000;1.850910e+000;5.129404e-002;1.470756e-003;1.195850e-001;9.527507e-002;-1.909471e-001;-1.571423e-001;-8.711553e-002;-1.378310e-001;-1.476793e-002;-2.553046e-002;-2.065048e-002;2.370417e-003;-1.472449e-003;1.013756e-003;-1.240644e-002;-8.328533e-003;0;2.577025e-003;0;0;0;0
1;0;0;0;0;0;035;05;0.090000;5.530031e-002;-6.075241e+001;-3.194432e+001;-3.135354e+000;-3.510309e-001;-3.781467e+000;-1.738022e-001;2.715248e-001;-5.572412e+000;-1.100114e+001;-3.699422e+000;1.465176e+000;-9.435244e+000;-7.867461e+000;-6.769312e-001;-1.267889e+000;-1.045847e+001;-1.014177e+001;-9.210849e+000;-7.915863e+000;-7.266085e+000;-5.708292e+000;-5.030823e+000;-4.428614e+000;5.225088e-001;8.124332e-001;1.219530e+000;1.466318e+000;1.737942e+000;1.936699e+000;2.235249e+000;2.308844e+000;0;4.951038e-001;0;0;0;0;4.091259e-004;-6.100655e-001;6.452461e-001;-8.627697e-001;-3.233716e-001;-2.475330e-001;2.649483e-001;-9.769309e-002;2.165436e-002;-1.718087e+000;-3.198891e+000;-2.177960e+000;-1.615100e-001;1.360967e+000;-8.087417e-001;9.131575e-001;8.901978e-003;-5.699358e-002;1.080972e-001;-5.105300e-002;-2.381153e-002;-1.144431e-001;-1.288785e-001;-1.471973e-001;-1.455622e-002;-1.106015e-002;-1.023266e-002;-1.076040e-002;-6.161571e-003;-9.827495e-004;-1.319857e-002;-7.903909e-003;0;-1.783320e-003;0;0;0;0
