l1;l2;l3;l4;l5;l6;spk_id;ut_id;frameTime;pcm_loudness_sma;mfcc_sma[0];mfcc_sma[1];mfcc_sma[2];mfcc_sma[3];mfcc_sma[4];mfcc_sma[5];mfcc_sma[6];mfcc_sma[7];mfcc_sma[8];mfcc_sma[9];mfcc_sma[10];mfcc_sma[11];mfcc_sma[12];mfcc_sma[13];mfcc_sma[14];logMelFreqBand_sma[0];logMelFreqBand_sma[1];logMelFreqBand_sma[2];logMelFreqBand_sma[3];logMelFreqBand_sma[4];logMelFreqBand_sma[5];logMelFreqBand_sma[6];logMelFreqBand_sma[7];lspFreq_sma[0];lspFreq_sma[1];lspFreq_sma[2];lspFreq_sma[3];lspFreq_sma[4];lspFreq_sma[5];lspFreq_sma[6];lspFreq_sma[7];F0finEnv_sma;voicingFinalUnclipped_sma;F0final_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;pcm_loudness_sma_de;mfcc_sma_de[0];mfcc_sma_de[1];mfcc_sma_de[2];mfcc_sma_de[3];mfcc_sma_de[4];mfcc_sma_de[5];mfcc_sma_de[6];mfcc_sma_de[7];mfcc_sma_de[8];mfcc_sma_de[9];mfcc_sma_de[10];mfcc_sma_de[11];mfcc_sma_de[12];mfcc_sma_de[13];mfcc_sma_de[14];logMelFreqBand_sma_de[0];logMelFreqBand_sma_de[1];logMelFreqBand_sma_de[2];logMelFreqBand_sma_de[3];logMelFreqBand_sma_de[4];logMelFreqBand_sma_de[5];logMelFreqBand_sma_de[6];logMelFreqBand_sma_de[7];lspFreq_sma_de[0];lspFreq_sma_de[1];lspFreq_sma_de[2];lspFreq_sma_de[3];lspFreq_sma_de[4];lspFreq_sma_de[5];lspFreq_sma_de[6];lspFreq_sma_de[7];F0finEnv_sma_de;voicingFinalUnclipped_sma_de;F0final_sma_de;jitterLocal_sma_de;jitterDDP_sma_de;shimmerLocal_sma_de
0;0;0;1;0;0;035;01;0.000000;2.208508e-002;-8.990094e+001;-3.604588e+001;-2.736652e+000;-4.237940e+000;-1.750415e+000;5.017819e+000;9.129319e+000;4.282759e+000;8.433986e+000;6.420008e+000;7.828725e+000;2.496650e+000;1.175202e+001;7.634998e+000;3.005630e+000;-1.534503e+001;-1.449485e+001;-1.305056e+001;-1.209415e+001;-1.123659e+001;-9.828296e+000;-8.800172e+000;-8.150181e+000;4.833939e-001;8.411922e-001;1.185695e+000;1.483744e+000;1.781812e+000;1.936725e+000;2.281191e+000;2.340489e+000;0;1.551332e-001;0;0;0;0;1.833114e-003;1.874878e-001;7.874565e-002;1.114838e-001;-5.735205e-001;-2.329394e-001;-1.346996e+000;3.247126e-001;-9.532322e-001;-1.436065e+000;9.092231e-002;-8.832355e-002;3.505657e-001;-1.865281e+000;-9.528475e-001;7.742824e-002;4.582405e-003;7.280121e-002;3.183241e-002;3.260622e-002;2.808285e-003;3.072643e-002;-1.647606e-002;-1.328268e-002;-1.073875e-002;-7.358116e-003;2.152920e-003;-2.407002e-003;-2.546728e-003;-2.149940e-003;-4.174423e-003;-2.073765e-003;0;6.763794e-002;0;0;0;0
0;0;0;1;0;0;035;01;0.010000;2.208508e-002;-8.937506e+001;-3.555207e+001;-2.080817e+000;-5.812885e+000;-2.683508e+000;2.115633e+000;8.927562e+000;3.866095e+000;8.500294e+000;8.506668e+000;8.152272e+000;3.821914e+000;9.663800e+000;5.956959e+000;3.745889e+000;-1.529950e+001;-1.420768e+001;-1.296545e+001;-1.206401e+001;-1.122398e+001;-9.820649e+000;-8.847327e+000;-8.140994e+000;4.393276e-001;8.280687e-001;1.176492e+000;1.475865e+000;1.778950e+000;1.934576e+000;2.271955e+000;2.339540e+000;0;2.978755e-001;0;0;0;0;3.228135e-003;1.951538e-001;-5.400123e-002;-6.947632e-002;-8.904837e-001;-5.433246e-001;-2.179654e+000;3.517210e-001;-7.482094e-001;-1.884567e+000;-8.407785e-001;-6.744269e-001;2.510812e-001;-3.706434e+000;-2.492034e+000;-6.779422e-001;-3.377504e-002;9.986238e-002;5.192633e-002;1.973238e-002;2.229595e-002;3.466244e-002;-1.840105e-002;-2.017384e-002;6.905049e-004;-9.438401e-003;1.023426e-002;-6.235516e-003;-4.463315e-004;1.114011e-003;-7.809925e-003;-5.268693e-003;0;7.405505e-002;0;0;0;0
0;0;0;1;0;0;035;01;0.020000;3.125065e-002;-8.922644e+001;-3.589905e+001;-2.507150e+000;-6.318069e+000;-2.448565e+000;-2.660661e-001;1.085376e+001;-2.750693e-001;1.220505e+000;5.831290e+000;7.225334e+000;3.586846e+000;3.469730e+000;3.709780e+000;3.022642e+000;-1.534489e+001;-1.427443e+001;-1.293396e+001;-1.194618e+001;-1.122885e+001;-9.678487e+000;-8.858974e+000;-8.221188e+000;4.517333e-001;8.109635e-001;1.201061e+000;1.475649e+000;1.770510e+000;1.927050e+000;2.264936e+000;2.330594e+000;0;4.219517e-001;0;0;0;0;2.885219e-003;1.106705e-001;-2.092712e-001;-4.051515e-001;-6.736060e-001;-6.082751e-001;-1.935757e+000;3.492423e-001;-7.569894e-001;-2.815934e+000;-2.144595e+000;-1.111683e+000;-3.834882e-002;-4.806826e+000;-2.626033e+000;-1.319708e+000;-6.667852e-002;4.464378e-002;5.137482e-002;1.806908e-002;3.331242e-002;4.312954e-002;-1.613903e-003;-2.617702e-002;9.460953e-003;-9.126782e-003;1.724942e-002;-6.955338e-003;1.246488e-003;5.663407e-003;-6.757498e-003;-5.419302e-003;0;6.337915e-002;0;0;0;0
0;0;0;1;0;0;035;01;0.030000;3.364297e-002;-8.926242e+001;-3.638929e+001;-3.198784e+000;-7.650294e+000;-4.117962e+000;-3.238508e+000;1.002570e+001;2.820626e+000;2.617894e+000;2.510475e+000;4.758286e+000;3.206958e+000;-2.639000e+000;-2.862562e+000;-3.925864e-001;-1.551398e+001;-1.410575e+001;-1.284924e+001;-1.206947e+001;-1.112898e+001;-9.729888e+000;-8.862776e+000;-8.215547e+000;5.026767e-001;8.091146e-001;1.229183e+000;1.456614e+000;1.785232e+000;1.947133e+000;2.250268e+000;2.319093e+000;0;3.919992e-001;0;0;0;0;1.545415e-003;-6.075973e-002;-1.402786e-001;-2.025716e-001;1.513432e-001;-4.425713e-001;-1.016451e+000;-3.354233e-001;2.391438e-001;-2.219568e+000;-2.028348e+000;-9.099087e-001;8.201780e-002;-3.551233e+000;-1.424663e+000;-1.393198e+000;-3.192072e-002;-1.441288e-003;6.318092e-004;-4.186163e-002;2.528524e-002;1.294060e-002;-2.453899e-003;-9.604263e-003;-5.649984e-003;-2.704960e-003;1.433608e-002;-5.976153e-003;8.188843e-004;7.307327e-003;-3.034687e-003;-3.455639e-003;0;3.895328e-002;0;0;0;0
0;0;0;1;0;0;035;01;0.040000;3.073223e-002;-8.940391e+001;-3.667362e+001;-4.203425e+000;-6.687266e+000;-4.074563e+000;-1.983893e+000;1.032646e+001;1.020547e+000;-2.704482e+000;-1.304868e+000;3.967305e+000;2.612384e+000;-6.130707e+000;-1.085404e+000;-1.523674e+000;-1.557119e+001;-1.432259e+001;-1.285180e+001;-1.200107e+001;-1.111753e+001;-9.658029e+000;-8.800517e+000;-8.243790e+000;4.990241e-001;8.050354e-001;1.245597e+000;1.458593e+000;1.784904e+000;1.958764e+000;2.258247e+000;2.323616e+000;0;4.249670e-001;0;0;0;0;-1.438025e-003;4.899818e-001;8.499973e-001;1.092725e-001;5.455844e-001;2.324027e-001;1.280673e+000;-4.411954e-001;7.530373e-001;-1.105564e+000;-5.411674e-001;-2.677019e-001;-1.259299e-001;-8.992060e-001;1.715651e-001;-1.172203e-001;1.883579e-001;8.387737e-002;1.100456e-001;9.428797e-002;7.337408e-002;9.149742e-003;1.476183e-002;4.335327e-002;-2.569439e-002;-4.526543e-003;-1.016743e-002;-9.316301e-003;-5.666733e-003;1.279712e-003;-5.678725e-003;-5.116510e-003;0;3.663400e-002;0;0;0;0
0;0;0;1;0;0;035;01;0.050000;3.007136e-002;-8.959013e+001;-3.586618e+001;-2.245537e+000;-4.871571e+000;-4.083366e+000;-2.107711e+000;7.514096e+000;4.414006e+000;-6.350520e-001;1.933004e+000;5.231743e+000;4.719234e+000;-3.292146e+000;1.231236e+000;-9.469414e-001;-1.534595e+001;-1.419080e+001;-1.300337e+001;-1.224587e+001;-1.115321e+001;-9.766175e+000;-8.888825e+000;-8.177714e+000;3.874323e-001;8.175079e-001;1.225905e+000;1.454512e+000;1.775848e+000;1.955256e+000;2.260127e+000;2.325751e+000;0;4.911342e-001;0;0;0;0;-1.465770e-003;1.691292e+000;2.234151e+000;-2.988997e-001;-3.257923e-001;1.675362e+000;3.283265e+000;-6.624029e-001;-9.922159e-001;-8.247148e-001;1.033823e+000;-6.522276e-001;-9.969374e-001;1.531280e+000;1.103483e+000;9.577823e-001;4.890523e-001;2.691899e-001;3.700873e-001;4.689159e-001;2.871851e-001;6.198330e-002;4.290094e-002;8.643742e-002;-3.042780e-002;-7.603067e-003;-4.559312e-002;-2.941991e-002;-1.762075e-002;-1.374345e-002;-1.573749e-002;-1.155961e-002;0;4.200034e-002;0;0;0;0
0;0;0;1;0;0;035;01;0.060000;2.584632e-002;-8.661268e+001;-3.191062e+001;-2.437411e+000;-4.979509e+000;-1.303850e+000;5.571899e+000;9.903587e+000;2.693427e+000;-2.680840e+000;3.414188e+000;5.650096e+000;2.201058e+000;-6.997268e-001;2.520707e+000;2.713718e+000;-1.448711e+001;-1.381251e+001;-1.230666e+001;-1.138654e+001;-1.084986e+001;-9.614594e+000;-8.772141e+000;-8.023337e+000;3.808836e-001;7.841341e-001;1.151863e+000;1.430118e+000;1.746868e+000;1.929387e+000;2.231613e+000;2.301682e+000;0;5.555542e-001;0;0;0;0;-2.809552e-003;2.869188e+000;3.322209e+000;-1.292430e+000;-2.665594e+000;2.186666e+000;4.272437e+000;-4.559996e-001;-2.655724e+000;-2.883838e-001;9.289347e-001;-2.378681e+000;-2.146757e+000;2.677163e+000;7.227298e-001;1.383994e+000;6.697261e-001;4.847288e-001;7.349520e-001;8.483137e-001;5.027316e-001;9.334536e-002;7.092743e-002;1.085235e-001;4.676444e-003;-1.660759e-002;-7.528629e-002;-5.460555e-002;-1.985685e-002;-2.207615e-002;-2.374005e-002;-1.640086e-002;0;1.987808e-002;0;0;0;0
0;0;0;1;0;0;035;01;0.070000;2.875707e-002;-8.220158e+001;-2.760004e+001;-5.576290e+000;-1.013313e+001;2.873493e+000;9.399920e+000;6.925125e+000;-2.976894e+000;-1.517501e+000;5.320062e+000;6.557525e-001;-1.572066e+000;2.301912e+000;8.517967e-001;2.277629e+000;-1.361076e+001;-1.301484e+001;-1.127137e+001;-1.003215e+001;-9.826882e+000;-9.441689e+000;-8.662459e+000;-7.893586e+000;4.096080e-001;7.815499e-001;1.048084e+000;1.323752e+000;1.716146e+000;1.893104e+000;2.184897e+000;2.272261e+000;0;5.367073e-001;0;0;0;0;-3.828952e-003;2.839664e+000;3.168421e+000;-1.620483e+000;-3.688562e+000;1.411369e+000;3.209586e+000;-5.802890e-001;-4.108802e+000;-4.138627e-001;1.225262e-001;-3.253608e+000;-2.384375e+000;2.230189e+000;5.356832e-001;1.212733e+000;5.847279e-001;5.155566e-001;7.847149e-001;8.689768e-001;4.911213e-001;8.515950e-002;8.206310e-002;6.763835e-002;3.392809e-002;-2.027374e-002;-7.156688e-002;-5.733604e-002;-1.012759e-002;-1.743816e-002;-1.728907e-002;-1.062450e-002;0;-1.698462e-002;0;0;0;0
0;0;0;1;0;0;035;01;0.080000;1.734162e-002;-7.875224e+001;-2.419564e+001;-9.000197e+000;-1.738445e+001;3.380338e+000;1.362448e+001;8.340947e+000;-8.562621e+000;-3.705177e+000;1.646276e+000;-5.638103e+000;-4.975750e+000;4.458079e+000;2.717964e+000;3.784011e+000;-1.309015e+001;-1.248693e+001;-1.004304e+001;-8.866364e+000;-9.267034e+000;-9.353545e+000;-8.559063e+000;-7.843236e+000;5.113185e-001;7.399764e-001;9.580753e-001;1.250945e+000;1.715470e+000;1.879459e+000;2.177161e+000;2.268357e+000;0;5.015709e-001;0;0;0;0;-3.058753e-003;1.164611e+000;1.547089e+000;3.698267e-001;-1.785791e+000;-6.725456e-001;-6.496385e-001;-1.183066e+000;-2.413707e+000;-1.965308e-001;-7.415775e-001;-1.988638e+000;-4.777206e-001;1.167463e+000;4.049169e-001;9.446974e-002;2.857336e-001;3.536509e-001;3.337004e-001;2.373529e-001;1.076777e-001;-1.980686e-003;2.831812e-002;1.409316e-002;1.016620e-002;-1.717454e-002;-2.535750e-002;-2.128662e-002;6.346524e-003;3.497720e-004;1.736903e-003;4.141784e-003;0;-4.200289e-002;0;0;0;0
0;0;0;1;0;0;035;01;0.090000;1.517896e-002;-7.932202e+001;-2.388156e+001;-7.066561e+000;-1.711191e+001;6.313861e-001;9.913932e+000;5.393971e+000;-1.050198e+001;-2.192197e+000;3.429591e+000;-5.392199e+000;-3.614236e+000;5.279894e+000;3.811023e+000;4.581577e+000;-1.312079e+001;-1.227581e+001;-1.021161e+001;-9.161077e+000;-9.489021e+000;-9.470902e+000;-8.585049e+000;-7.929573e+000;4.918553e-001;7.382181e-001;9.649644e-001;1.257419e+000;1.740909e+000;1.893029e+000;2.200907e+000;2.289291e+000;0;4.332027e-001;0;0;0;0;-1.473733e-003;-7.943207e-001;-1.551481e-001;3.136513e+000;2.084257e+000;-1.882919e+000;-3.325631e+000;-1.622111e+000;6.725442e-001;4.277530e-001;-6.449859e-001;7.880784e-001;1.126404e+000;5.131596e-001;3.416435e-001;-1.061793e+000;2.350178e-002;1.041465e-001;-2.954900e-001;-5.022846e-001;-3.504949e-001;-9.214993e-002;-3.141031e-002;-8.181858e-003;-4.319291e-002;-8.338725e-003;2.568048e-002;3.001369e-002;1.446463e-002;1.643199e-002;1.722765e-002;1.442173e-002;0;-3.753044e-002;0;0;0;0
